8675376353583460352 | 7993116053140445674
10097669904135262208 | 9488066540999882847
10191993462723436544 | 8361326888993472971
10218132819686135808 | 8816717071401998125
9838663195961042944 | 9774614157230284928
10688827176554053632 | 9277544346278602540
10167275411735740416 | 8241011187663795575
11065818791606022144 | 8962609921837701558
12326747407708530688 | 9895186011664061195
10974635383045025792 | 8504018668332507447
9527789408919691264 | 7429746518396697755
9504138972878794752 | 8948756051247140334
11905856622543665152 | 9417652549562821904
9801211289901168640 | 9443068144705661294
10812711482727409664 | 9346923345873649902
10271571301583757312 | 8508685504948342558
11213970025010487296 | 9302781149508341938
10028992580170192896 | 8477410218926740699
10769365998896875520 | 8524399813234634389
9880667987611541504 | 8293984245134434810
9234538211413153792 | 7559896042654568533
10493376044880175104 | 9820581600278981834
11156709099660179456 | 9800508257620215134
10003107759117770752 | 8397942957558982333
10997565164975591424 | 8694852390140464816
11502108931584610304 | 9376405223786465825
10189697878604572672 | 8194233982856267664
8548688317758503936 | 7447034740288629869
11984660556282859520 | 9946392162687031404
9321509545878104064 | 9271066874189088808
10626984811120746496 | 9463071180694129329
11116387229345802240 | 9894334558127473239
10362101004178790400 | 9774934333659033145
12141025739305234432 | 9372082590560220903
11497703173706973184 | 9838869740373506624
9367424458432483328 | 8830105453977230997
9317849436984821760 | 7708958069504924221
11379393288363161600 | 9166505052863968292
11007482030031501312 | 8636026369917221183
10093982921223700480 | 9977037920604463595
10919992393562701824 | 9267008081267810096
10752649409093095424 | 9763367509072541456
10779984703625488384 | 9210737287668428237
9515843379023415296 | 7549781083232674192
9307300251954663424 | 8791001264363955800
9901393556990042112 | 8503321648184870219
10231261225247188992 | 8319572159326997317
9427863111421073408 | 7775494802822232889
9453251307133460480 | 8681719859316754306
11001166386779930624 | 8923158236934891555
9240816073402742784 | 8294665566563660176
10076870821364600832 | 8371445214918485769
10415889520538769408 | 8870860096620493741
10958322067255844864 | 9486052110224413933
7885688128341932032 | 7146270058887764752
10649484455193061376 | 8491836574525174459
10977156893159368704 | 8876394125701579063
9417545097626191872 | 8373480200187634013
9492084223491860480 | 8744311406059070023
9517032699067279360 | 9248316510322132344
10409215110817028096 | 9447785876109732978
8447443401982858240 | 6515574658410459228
9575264753497384960 | 8951884928651771896
9363392523764451328 | 9044610051764176250
10100949538290610176 | 8775591765916648451
9747936947064334336 | 9722634546198145578
11590587727614380032 | 9466708643670004353
9686182051422969856 | 7524366878651590485
9751552687148339200 | 8372862664784187704
10608632955504922624 | 9048497501486037924
11861820187343722496 | 9243003186328901761
10907551019081209856 | 9566067404128159136
11232391660426735616 | 9766968720385281705
9280082803132579840 | 7390523066600484510
10836289473926905856 | 9998418090354012835
12272935627047372800 | 9963705891075127470
10266362325805473792 | 7951994711712232015
10512391127123337216 | 9684159039789165475
10946994609141417984 | 8643325926913032276
11597893829724448768 | 9588137695325038565
9761281419352858624 | 8377324003976973853
9497245921548142592 | 8918218235868580306
9781164970940993536 | 8501112752256191992
9895811491159300096 | 8869117853434171131
9817194141488201728 | 8505210951246163986
10308585678142609408 | 9175373916363859285
10852447615577235456 | 8360897230384880361
10144813995662123008 | 9615375389972681429
9258161418998450176 | 8338248760579610325
11718619752277841920 | 9184527285116778789
10303581010431649792 | 9854271035234146829
9608304699818510336 | 8124466711561902709
10874435490668961792 | 9682412519062667285
9592808644981903360 | 9319337681289204482
9634477087667941376 | 8757564154401300165
11418304120083861504 | 9131328221748871859
10474526846019936256 | 9986850869749328730
9710714454222938112 | 7746630432424792492
10017302501454280704 | 8817017761756761597
9435363718659641344 | 7351465899044626746
10539167423358283776 | 8299794908919829233
11290082484569991168 | 9429817934212264091
10761894012257935360 | 8579414236223485645
10341492740957458432 | 8327147777333020943
9562136294546188288 | 8669920997932449346
10280768195606063104 | 8156437489931044744
11022752126094379008 | 8790127629752055674
10979486465283897344 | 9890286970798378430
9230858297503442944 | 8006623383264687452
9583718990550267904 | 7590999594553319291
10968274686382036992 | 9316949179518742462
9328058004419723264 | 7280790467988423236
10153279955630526464 | 9308716397090925220
10882583292581621760 | 9627890841265973469
10637396764132526080 | 8374133557713624939
11751169616563357696 | 9138037107690877612
8547353575122870272 | 7743836706817004437
10475784696421965824 | 8921118193478565418
10216532364418260992 | 9166316602451032700
9784883479335069696 | 9445482718662544756
9869067940056074240 | 8203950958350775968
11483559659148572672 | 9566124068959508903
6583126960346308608 | 6424413524442950412
11727959887632613376 | 9128965478925943322
10549464057823735808 | 8647540030932897707
9619933324697860096 | 8276705313392927154
10411914366754742272 | 9919204958454743460
10877239358298556416 | 9029924058840858808
10010584792454072320 | 8605344942025201684
7957215702135352320 | 7401159179516802473
12563853218189400064 | 9789067464024945038
8419672011783288832 | 8170021590150578595
11190151677747640320 | 9355812939895879512
11708342304755636224 | 9336459396595674118
11275217217554208768 | 9140429227516380440
8064822864272686080 | 6572416277348865721
9840483917251475456 | 8036439168222174983
12345186657400743936 | 9651531555232026541
10528016886535473152 | 8702348888700902178
10087826834221879296 | 9351571856316106837
10408499102113445888 | 8680211925152584897
10692370873084067840 | 8423460683790521490
9705809977507379200 | 9230019150943227897
11198307967839229952 | 9918080758268468332
11575298553739810816 | 9137270874555672998
9953214075235698688 | 8083569270777272461
10483114615293927424 | 8356102857097557541
9704052772107634688 | 8511691999061865322
10895826204583051264 | 8399527677832566993
10100464961181941760 | 9192468832584977485
10380740291025657856 | 9507723694983701063
9493937974772283392 | 9452568229505591476
10868675087478294528 | 9468437319313655197
11385468986292836352 | 9185530437456395303
10906113559136313344 | 9060885096647270403
11629098578552877056 | 9870727388819907707
8963135836000899072 | 7989504483798243356
10926363439580364800 | 9951706323300869329
9975001303190497280 | 7969162729002902719
9664964211065106432 | 7949273247197854117
10129845530307076096 | 8489252551209503075
12787359898686128128 | 9970395822196966315
9312315050104918016 | 8117940345130467668
11203341834182782976 | 9426794955597801123
10735111205592090624 | 9524236740214729445
12316083096132308992 | 9477434577993174200
9738568594688751616 | 8981000973348195491
10584251158220732416 | 9666342717827522070
9785553990947631104 | 8173471223831478585
9957209274416830464 | 7874870929308712943
11200881793083709440 | 9886445010770414276
10111737009878890496 | 9080957608033109850
9516030367938174976 | 7781565771130805352
10108563049023371264 | 8942800722315887526
9842353021439184896 | 9405343655893462953
9364091034691985408 | 9359635276954647454
11052393806316959744 | 8934578096841252332
10971668515595847680 | 9902809711814771975
9353767836497307648 | 7491625305603489155
10290010401841190912 | 8411854932625931003
10616894296476590080 | 8240347861378591737
9540778205593899008 | 7634409067115682118
11380212253241280512 | 9605424635221984616
9960071079861698560 | 9169865104386961532
6825252848421637120 | 6637416145863278230
10271619418497157120 | 9913391260535963289
10705843338301083648 | 8546703463566766111
10611365692581419008 | 8715303980089692355
10198979648817670144 | 8333933586614457738
10291492012838045696 | 8128008322172277782
10942484362299095040 | 9742360341542022734
9760637973132920832 | 9296882048968725754
10216426590896490496 | 9617966941072023907
10942615856735930368 | 8631850688373155846
9686283284078327808 | 7678194703447191173
10498085733778362368 | 9385108882658650760
8434659550481001472 | 6725961586341426972
9584731414103361536 | 7655421783233263654
10282427521369114624 | 8992518268765035171
10619621800509687808 | 8921154033412185571
10005457565236045824 | 9181742155420231240
11146258772349759488 | 9703595942305719605
7470899992282916864 | 6964652490841745976
10026999082224136192 | 9666031343244379937
10884809925829996544 | 8556051798998068899
9405345338909992960 | 8849444887732352964
10122649804913172480 | 8835665397976018106
10221744534586642432 | 8227317836533657845
9266442860443484160 | 7293579475581305543
12674218577784246272 | 9898123757052011744
11943227507726514176 | 9894723515487416768
10800600917584601088 | 8538714788393683369
10565870451523827712 | 9833246146256979961
12146666627406831616 | 9810402945669154431
10686435094302904320 | 9572843392396778283
10106648928556150784 | 7978064126454555802
9941064602940823552 | 8013419017271905582
9724480502711437312 | 9171528648958489526
12536162883825715200 | 9655618905309411705
10399844054084079616 | 9744293983090418326
12533230528962662400 | 9860566191631670123
7554998244178760704 | 6548365836091760234
10621016712498135040 | 8781712501852305794
9582151271427600384 | 8129678312716859702
11828214370328119296 | 9803630291783732624
9556529893200611328 | 7521838407576379415
7784363128301634560 | 7392615999258307100
10874662522244087808 | 8638011276894577622
9576712689651427328 | 8408693255143200111
9878560508812265472 | 9617626315301588505
10486963466631016448 | 9316878619724703159
10775866360072028160 | 9863384476240714874
10534921918897090560 | 8888976245400378789
9768766835714508800 | 7964530410601733734
11002377354936543232 | 9595156428977305091
10959579047440289792 | 8700146772920685069
10322996478872131584 | 9324553899274884754
12173586375612182528 | 9984235689523605323
10586793510891966464 | 9317263063625998862
9993118908064800768 | 8963347549831302345
9450921821453504512 | 7642389166322593712
10858247293434474496 | 9220287586209148872
8916721844903485440 | 7417851844797059363
11329855038984808448 | 9248695466294509960
9487739749530388480 | 9474684220146600497
9891893266022686720 | 9023814806213986504
10414180301491740672 | 9683844370809370426
12634930567603644416 | 9724808833236696986
8686756505238523904 | 7317307412331926179
10023937768853291008 | 9625343823511181412
9616320444528488448 | 8365546654579359139
10251467428151834624 | 8283939758987673264
9355341856796106752 | 8247300722085662464
9252567794904420352 | 9176057683772857470
10384102963302725632 | 8661335310636153389
10118069400779417600 | 9827541147515960142
9653043687603566592 | 7509283108419536198
9503193784243091456 | 8390529429355100351
10492761786896701440 | 8111497579349058401
11987737808456540160 | 9810829831356189391
11271128615395268608 | 8998156092355991009
9336915562084984832 | 7956845779775288633
9893694490478487552 | 9763244397810249100
9294985799246866432 | 8162385667938292972
10785533141671481344 | 9552007585719509447
9761559118675709952 | 8212466797100923911
9607181837451986944 | 8105319857864330580
10026955957578887168 | 8245514009572313026
10222056724510453760 | 8586806062897573962
9735369981476425728 | 8029375297348783363
9957146300039948288 | 9554824514276722958
9958376713109411840 | 7716500107184037248
11068253457878777856 | 9162071555246082623
10248204007859007488 | 8870659427708418885
7491054472313201664 | 6583883612393239726
9490862891975419904 | 9439357126382135063
9399251423587211264 | 7316533097723939819
9591293493796956160 | 8510711494288342419
12024283558570254336 | 9606566343722761901
9625536382787856384 | 8321866127126712824
9550310580719093760 | 9171985578184600826
9376414394292529152 | 8024722387498445142
10173581639930529792 | 9408254204376954626
10617134320155889664 | 9719803373647540290
11229868298259470336 | 9998826569790637736
10888839821484652544 | 8745112829367086647
10232874540044793856 | 7990886613802658041
10839926210399318016 | 8981203673005127904
9508465579043323904 | 9417663510814736513
10795852019304146944 | 9131971348965974553
9705364300073996288 | 8646601833808888733
10309566064469049344 | 9627400487979178270
9888978033763438592 | 7680696519853824199
11350424622964494336 | 9665171485829399682
12850942738503211008 | 9993229752086242249
11979711096585443328 | 9277946958173083466
12886074341619869696 | 9927838025715541269
6621336569705394176 | 6018380715869396232
9821884039422916608 | 9770765745889736505
12783743951340144640 | 9917476515702078838
10610873886408626176 | 8654006316555040739
11433860922302685184 | 9780746500195861333
9386133735639484416 | 8425323025726626038
9275937944859613184 | 7931896404588803796
12363670374087260160 | 9725944133048566301
10234564431270309888 | 8451036375243720172
9304569910441906176 | 9026155626267993753
10174746592447723520 | 9738440071288171095
11482681958725531648 | 9253933584112572735
9979370524078422016 | 8179713651704286959
9806319027496757248 | 7949097271661006874
12705314175054577664 | 9914304944083046192
11298076993170802688 | 9184182839210154765
10799452633345292288 | 9966752213132857892
9481190521979252736 | 9278497915383381032
10295066405583378432 | 9647419551548573484
10085417615683672064 | 8016214580161603174
9474653988433790976 | 9061419053955165651
